@RELATION GLCM_LBP_HOG

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.271433,0.127200,0.984711,0.957130,0.724600,0.923773,0.951451,0.059458,0.979493,0.164455,0.172075,0.627492,0.398717,0.162236,TUMORLU
0.206442,0.782455,0.207697,0.036029,0.900565,0.007791,0.039503,0.959630,0.113946,0.955439,0.939394,0.648566,0.032367,0.001566,TUMORLU
0.348445,0.163658,0.979789,0.931435,0.780364,0.879519,0.933793,0.077579,0.972536,0.185819,0.195689,0.664099,0.347537,0.106191,TUMORLU
0.132882,0.649361,0.283020,0.029536,0.914380,0.006258,0.037233,0.963387,0.105296,0.938321,0.918824,0.680254,0.057838,0.005592,TUMORLU
0.358290,0.171513,0.978342,0.929150,0.780186,0.875636,0.932266,0.079072,0.971576,0.189453,0.216425,0.698901,0.345249,0.120320,TUMORLU
0.073200,0.479028,0.410661,0.082585,0.858809,0.020990,0.009554,0.990981,0.056966,0.871047,0.947918,0.634756,0.032147,0.002684,TUMORLU
0.651451,0.307073,0.962171,0.845284,0.812067,0.738969,0.876588,0.134258,0.950840,0.245806,0.366810,0.804772,0.194118,0.029136,TUMORLU
0.075988,0.497335,0.388937,0.084586,0.838077,0.021658,0.004577,0.998120,0.047683,0.854773,0.929647,0.663857,0.028129,0.000592,TUMORLU
0.569369,0.262987,0.968962,0.859875,0.822117,0.761925,0.901591,0.110009,0.960594,0.223708,0.326500,0.905852,0.311549,0.103538,TUMORLU
0.105053,0.601542,0.291912,0.030905,0.957238,0.006540,0.027849,0.967940,0.078531,0.891595,0.915772,0.684774,0.045477,0.002956,TUMORLU
0.674200,0.313818,0.960861,0.793429,0.853137,0.660189,0.876500,0.132293,0.946699,0.250697,0.384706,0.927489,0.247662,0.064955,TUMORLU
0.131659,0.682981,0.228413,0.013980,0.923190,0.002766,0.020221,0.985944,0.055914,0.903893,0.944243,0.640762,0.023623,0.000742,TUMORLU
0.729419,0.353674,0.953845,0.811847,0.823867,0.687672,0.857610,0.149097,0.938983,0.266520,0.398988,0.936125,0.246066,0.061355,TUMORLU
0.163353,0.724821,0.223562,0.025096,0.861460,0.005221,0.047115,0.952401,0.129317,0.959395,0.965549,0.604772,0.034602,0.002512,TUMORLU
0.216637,0.100373,0.987603,0.965939,0.723260,0.939193,0.960085,0.049805,0.982688,0.151222,0.073402,0.405723,0.577797,0.301360,TUMORLU
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.030053,0.972548,0.113312,0.941189,0.962829,0.609530,0.030502,0.001481,TUMORLU
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.920211,0.091382,0.966944,0.203394,0.251176,0.706389,0.294797,0.090850,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.031589,0.971889,0.094550,0.944780,0.957383,0.618908,0.036385,0.002397,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.894847,0.115465,0.956504,0.228711,0.328323,0.822879,0.242709,0.050475,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.046528,0.949505,0.148844,0.968330,0.964551,0.606523,0.029737,0.001761,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.892373,0.116776,0.954375,0.231517,0.301746,0.850883,0.296438,0.092109,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.056416,0.936026,0.149118,0.969187,0.942365,0.643800,0.028541,0.000766,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.918326,0.092393,0.965481,0.205424,0.224391,0.716253,0.312361,0.082003,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.052169,0.941210,0.140691,0.972241,0.920155,0.678269,0.055843,0.003264,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.956609,0.052507,0.980173,0.159078,0.161712,0.652673,0.442921,0.190936,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.051078,0.941537,0.147760,0.963292,0.919163,0.679750,0.055001,0.003387,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.871092,0.135840,0.944425,0.253486,0.378440,0.945478,0.251167,0.060083,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.044780,0.953494,0.126351,0.954634,0.932220,0.659871,0.044855,0.002104,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.969668,0.038267,0.985902,0.136440,0.087650,0.467902,0.550153,0.263023,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.032268,0.966462,0.127142,0.935631,0.969002,0.598658,0.022984,0.001883,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.932398,0.078220,0.971843,0.185474,0.219582,0.697816,0.316102,0.085601,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.058110,0.930938,0.171598,0.973098,0.916854,0.683176,0.046287,0.001817,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.874438,0.131901,0.946509,0.247737,0.330775,0.904142,0.287591,0.078606,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.028957,0.973149,0.087906,0.910246,0.950547,0.630410,0.021143,0.000591,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.903594,0.107276,0.959843,0.222313,0.269283,0.776081,0.343260,0.134190,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.034655,0.966734,0.108896,0.923547,0.957077,0.619430,0.019481,0.000900,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.938519,0.071681,0.973914,0.178581,0.097300,0.465796,0.514433,0.252445,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.026128,0.975128,0.075454,0.898692,0.948936,0.633078,0.022474,0.000630,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.909883,0.100057,0.961580,0.215326,0.194727,0.620156,0.315020,0.085199,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.040292,0.960363,0.122798,0.943685,0.956537,0.620348,0.027051,0.000776,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.921622,0.088043,0.966526,0.198926,0.249636,0.835947,0.357845,0.124733,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.043048,0.955561,0.126319,0.948365,0.964437,0.606723,0.024677,0.001437,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.911142,0.098752,0.963155,0.209629,0.257050,0.833467,0.375449,0.146523,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.039013,0.961648,0.121700,0.941870,0.924328,0.671990,0.046502,0.002511,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.894745,0.113632,0.956276,0.226357,0.283805,0.823849,0.276760,0.063371,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.048809,0.949130,0.135471,0.954887,0.946431,0.637195,0.035467,0.002950,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.977468,0.029479,0.989417,0.121234,0.109643,0.572581,0.621396,0.398913,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.040821,0.957494,0.111045,0.945527,0.935608,0.654566,0.046478,0.003487,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.889899,0.117763,0.953924,0.230859,0.315400,0.940886,0.327697,0.107836,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.076085,0.902834,0.205536,0.983962,0.903567,0.702407,0.060559,0.003792,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.870975,0.135783,0.944745,0.253121,0.312392,0.895585,0.280635,0.069998,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.030735,0.933704,0.175818,0.877743,0.823582,0.803471,0.080009,0.008013,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.899745,0.108403,0.957804,0.222074,0.301938,0.867352,0.272167,0.061878,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.048860,0.945758,0.134165,0.949347,0.931696,0.660686,0.040642,0.001304,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.949277,0.060112,0.977710,0.166566,0.156451,0.631982,0.404697,0.139863,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.058393,0.932331,0.157082,0.962010,0.897973,0.710267,0.065425,0.004830,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.932785,0.077316,0.972235,0.183348,0.216029,0.757578,0.365316,0.123997,TUMORLU
